timestamp,c_dht,h_dht,c_bme,p_bme,h_bme
1713380977,21.07996,53.60189,18.93,997.99,46.83
1713380987,21.05325,53.60799,18.93,997.99,46.85
1713380997,21.05325,53.6202,18.93,997.98,46.83
1713381007,21.05325,53.63088,18.92,998.00,46.85
1713381017,21.05325,53.58816,18.92,998.00,46.85
1713381027,21.05325,53.63088,18.92,997.98,46.85
1713381037,21.05325,53.6202,18.92,998.03,46.84
1713381047,21.0399,53.59426,18.92,998.00,46.83
1713381057,21.05325,53.57595,18.92,997.97,46.84
1713381067,21.0399,53.60799,18.92,997.99,46.84
1713381077,21.0399,53.57442,18.92,998.05,46.84
1713381087,21.0399,53.57442,18.93,998.04,46.86
1713381097,21.05325,53.65224,18.92,998.06,46.85
1713381107,21.05325,53.6202,18.92,998.10,46.85
1713381117,21.0666,53.59884,18.93,998.09,46.85
1713381127,21.05325,53.60799,18.92,998.02,46.85
1713381137,21.05325,53.60799,18.92,998.06,46.85
1713381147,21.0399,53.60799,18.91,998.03,46.84
1713381157,21.0399,53.59426,18.91,998.06,46.84
1713381167,21.0666,53.59884,18.92,998.05,46.82
1713381177,21.05325,53.56527,18.92,998.18,46.83
1713381187,21.0399,53.51034,18.91,998.07,46.81
1713381197,21.0666,53.53475,18.91,998.09,46.81
1713381207,21.0399,53.57442,18.92,998.06,46.83
1713381217,21.05325,53.58816,18.91,998.09,46.82
1713381227,21.0399,53.57442,18.91,998.15,46.84
1713381237,21.0399,53.59426,18.92,998.10,46.84
1713381247,21.02388,53.56069,18.9,998.05,46.84
1713381257,21.0399,53.53933,18.93,998.12,46.80
1713381267,21.0399,53.58511,18.91,998.09,46.82
1713381277,21.02388,53.59274,18.92,998.13,46.83
1713381287,21.0399,53.57442,18.91,998.15,46.81
1713381297,21.05325,53.58816,18.91,998.06,46.79
1713381307,21.02388,53.54848,18.92,998.10,46.81
1713381317,21.05325,53.57595,18.91,998.06,46.81
1713381327,21.02388,53.56069,18.91,998.20,46.81
1713381337,21.02388,53.56069,18.91,998.09,46.79
1713381347,21.0399,53.57442,18.91,998.09,46.79
1713381357,21.0399,53.55306,18.91,998.17,46.81
1713381367,21.0399,53.56222,18.89,998.17,46.83
1713381377,21.02388,53.56069,18.89,998.09,46.81
1713381387,21.0399,53.53933,18.91,998.17,46.81
1713381397,21.0399,53.61715,18.9,998.19,46.82
1713381407,21.0399,53.58511,18.91,998.20,46.82
1713381417,21.0399,53.57442,18.9,998.12,46.79
1713381427,21.0399,53.56222,18.9,998.10,46.79
1713381437,21.0399,53.55306,18.9,998.21,46.79
1713381447,21.0399,53.59426,18.91,998.20,46.78
1713381457,21.0399,53.57442,18.9,998.08,46.80
1713381467,21.0399,53.55306,18.91,998.17,46.79
1713381477,21.01053,53.54848,18.9,998.18,46.78
1713381487,21.02388,53.58358,18.91,998.26,46.79
1713381497,21.01053,53.55764,18.89,998.14,46.81
1713381507,20.99718,53.579,18.9,998.16,46.79
1713381517,21.02388,53.58358,18.89,998.17,46.79
1713381527,21.02388,53.5378,18.9,998.24,46.80
1713381537,21.02388,53.54848,18.89,998.20,46.80
1713381547,21.0399,53.57442,18.89,998.22,46.80
1713381557,21.02388,53.56069,18.9,998.18,46.80
1713381567,21.02388,53.5378,18.9,998.18,46.83
1713381577,21.0399,53.58511,18.89,998.19,46.80
1713381587,21.0399,53.57442,18.89,998.22,46.78
1713381597,21.02388,53.52865,18.9,998.16,46.78
1713381607,21.01053,53.55764,18.88,998.16,46.78
1713381617,21.02388,53.59274,18.89,998.17,46.81
1713381627,21.02388,53.57137,18.89,998.22,46.81
1713381637,20.99718,53.58968,18.9,998.21,46.79
1713381647,20.99718,53.58968,18.89,998.22,46.80
1713381657,21.02388,53.54848,18.89,998.22,46.80
1713381667,21.01053,53.56985,18.89,998.22,46.80
1713381677,21.02388,53.58358,18.88,998.24,46.80
1713381687,21.02388,53.58358,18.89,998.16,46.80
1713381697,21.01053,53.58053,18.89,998.16,46.80
1713381707,21.01053,53.55764,18.89,998.19,46.79
1713381717,21.02388,53.60342,18.89,998.14,46.79
1713381727,21.01053,53.60342,18.88,998.18,46.80
1713381737,21.01053,53.58968,18.88,998.24,46.81
1713381747,21.01053,53.58968,18.89,998.22,46.80
1713381757,21.01053,53.60342,18.88,998.24,46.83
1713381767,21.02388,53.59274,18.88,998.20,46.83
1713381777,21.02388,53.60342,18.88,998.18,46.81
1713381787,21.01053,53.58053,18.88,998.21,46.83
1713381797,21.01053,53.58968,18.88,998.21,46.80
1713381807,21.02388,53.58358,18.88,998.16,46.81
1713381817,20.99718,53.60189,18.89,998.24,46.80
1713381827,21.02388,53.60342,18.89,998.24,46.79
1713381837,20.99718,53.55611,18.87,998.19,46.77
1713381847,21.01053,53.56985,18.89,998.19,46.78
1713381857,20.99718,53.54696,18.88,998.23,46.77
1713381867,20.99718,53.579,18.88,998.21,46.79
1713381877,20.98383,53.59884,18.88,998.18,46.84
1713381887,20.98383,53.60799,18.87,998.22,46.83
1713381897,21.01053,53.58968,18.88,998.15,46.84
1713381907,20.99718,53.60189,18.88,998.23,46.81
1713381917,21.01053,53.60342,18.87,998.17,46.83
1713381927,21.01053,53.60342,18.87,998.16,46.85
1713381937,20.98383,53.63088,18.87,998.22,46.84
1713381947,21.01053,53.61257,18.87,998.22,46.83
1713381957,21.01053,53.58968,18.87,998.14,46.83
1713381967,21.01053,53.60342,18.88,998.18,46.84
1713381977,21.01053,53.58968,18.87,998.14,46.81
1713381987,20.98383,53.6202,18.87,998.13,46.81
1713381997,20.99718,53.60189,18.87,998.21,46.85
1713382007,20.98383,53.65377,18.88,998.26,46.83
1713382017,20.98383,53.60799,18.86,998.23,46.81
1713382027,20.98383,53.63088,18.87,998.22,46.83
1713382037,20.99718,53.60189,18.87,998.17,46.84
1713382047,21.02388,53.6263,18.87,998.19,46.85
1713382057,20.99718,53.63088,18.87,998.19,46.85
1713382067,20.99718,53.61105,18.87,998.17,46.81
1713382077,21.01053,53.58053,18.88,998.23,46.81
1713382087,20.99718,53.58968,18.86,998.18,46.81
1713382097,21.02388,53.58358,18.87,998.19,46.82
1713382107,20.99718,53.5668,18.86,998.18,46.81
1713382117,20.99718,53.579,18.87,998.19,46.82
1713382127,21.01053,53.58053,18.86,998.18,46.82
1713382137,20.9678,53.58511,18.87,998.13,46.81
1713382147,20.98383,53.60799,18.87,998.16,46.82
1713382157,20.99718,53.60189,18.86,998.20,46.80
1713382167,20.99718,53.60189,18.86,998.10,46.81
1713382177,20.99718,53.61105,18.86,998.08,46.80
1713382187,20.98383,53.60799,18.86,998.12,46.81
1713382197,20.99718,53.60189,18.87,998.13,46.83
1713382207,20.98383,53.58816,18.87,998.14,46.83
1713382217,20.98383,53.57595,18.86,998.15,46.80
1713382227,20.9678,53.55154,18.86,998.17,46.79
1713382237,20.99718,53.58968,18.87,998.10,46.79
1713382247,20.99718,53.58968,18.86,998.18,46.79
1713382257,20.98383,53.57595,18.86,998.12,46.80
1713382267,20.98383,53.57595,18.86,998.10,46.80
1713382277,20.98383,53.60799,18.86,998.12,46.82
1713382287,20.98383,53.57595,18.86,998.12,46.82
1713382297,20.98383,53.6202,18.86,998.16,46.82
1713382307,20.99718,53.63088,18.86,998.20,46.82
1713382317,20.98383,53.57595,18.86,998.12,46.83
1713382327,20.99718,53.64462,18.86,998.14,46.83
1713382337,20.98383,53.6202,18.86,998.15,46.83
1713382347,20.98383,53.60799,18.86,998.20,46.82
1713382357,20.99718,53.64462,18.86,998.20,46.83
1713382367,20.99718,53.62173,18.86,998.18,46.81
1713382377,20.99718,53.62173,18.86,998.17,46.82
1713382387,20.9678,53.58511,18.86,998.14,46.82
1713382397,20.98383,53.57595,18.86,998.16,46.84
1713382407,20.98383,53.6202,18.86,998.19,46.84
1713382417,20.9678,53.64004,18.86,998.18,46.86
1713382427,21.01053,53.62478,18.86,998.19,46.83
1713382437,20.9678,53.64004,18.85,998.15,46.84
1713382447,20.98383,53.6202,18.86,998.22,46.83
1713382457,20.99718,53.62173,18.86,998.14,46.82
1713382467,20.98383,53.59884,18.85,998.15,46.80
1713382477,20.9678,53.58511,18.86,998.13,46.82
1713382487,20.98383,53.55306,18.85,998.13,46.78
1713382497,20.95445,53.59426,18.85,998.15,46.79
1713382507,20.9678,53.58511,18.86,998.19,46.79
1713382517,20.98383,53.56527,18.85,998.13,46.79
1713382527,20.98383,53.55306,18.86,998.22,46.79
1713382537,20.98383,53.57595,18.85,998.10,46.79
1713382547,20.98383,53.57595,18.85,998.15,46.83
1713382557,20.9678,53.57442,18.85,998.15,46.82
1713382567,20.99718,53.62173,18.85,998.17,46.82
1713382577,20.9678,53.58511,18.85,998.12,46.82
1713382587,20.98383,53.58816,18.84,998.19,46.82
1713382597,20.9678,53.59731,18.84,998.16,46.85
1713382607,20.95445,53.60342,18.85,998.12,46.80
1713382617,20.9678,53.59731,18.85,998.17,46.82
1713382627,20.9678,53.6263,18.85,998.17,46.82
1713382637,20.9678,53.61715,18.85,998.21,46.81
1713382647,20.9678,53.57442,18.84,998.18,46.82
1713382657,20.95445,53.53933,18.84,998.19,46.84
1713382667,20.9678,53.58511,18.84,998.19,46.83
1713382677,20.9678,53.57442,18.84,998.24,46.83
1713382687,20.98383,53.56527,18.85,998.20,46.81
1713382697,20.9678,53.58511,18.83,998.28,46.83
1713382707,20.9678,53.57442,18.85,998.23,46.83
1713382717,20.9678,53.60647,18.85,998.17,46.83
1713382727,20.9678,53.60647,18.84,998.24,46.84
1713382737,20.95445,53.6263,18.85,998.20,46.85
1713382747,20.95445,53.60342,18.84,998.22,46.85
1713382757,20.9678,53.61715,18.84,998.18,46.89
1713382767,20.95445,53.6263,18.84,998.27,46.88
1713382777,20.95445,53.64919,18.83,998.23,46.87
1713382787,20.95445,53.64919,18.83,998.23,46.86
1713382797,20.9678,53.61715,18.83,998.18,46.86
1713382807,20.9678,53.61715,18.83,998.20,46.85
1713382817,20.9411,53.59274,18.85,998.23,46.86
1713382827,20.9411,53.62478,18.84,998.21,46.86
1713382837,20.9411,53.59274,18.83,998.20,46.86
1713382847,20.95445,53.61562,18.84,998.24,46.84
1713382857,20.9678,53.60647,18.83,998.28,46.83
1713382867,20.95445,53.60342,18.84,998.30,46.84
1713382877,20.9411,53.60189,18.83,998.23,46.84
1713382887,20.95445,53.63851,18.83,998.28,46.86
1713382897,20.9411,53.62478,18.83,998.30,46.86
1713382907,20.95445,53.6263,18.83,998.28,46.89
1713382917,20.95445,53.64919,18.83,998.28,46.87
1713382927,20.9411,53.62478,18.83,998.25,46.90
1713382937,20.9678,53.65224,18.83,998.28,46.86
1713382947,20.9678,53.64004,18.83,998.28,46.90
1713382957,20.9678,53.6614,18.82,998.23,46.87
1713382967,20.9411,53.62478,18.83,998.28,46.84
1713382977,20.9411,53.55764,18.83,998.28,46.82
1713382987,20.9411,53.56985,18.83,998.28,46.84
1713382997,20.95445,53.58358,18.82,998.35,46.83
1713383007,20.95445,53.58358,18.83,998.28,46.83
1713383017,20.9411,53.55764,18.83,998.28,46.85
1713383027,20.9678,53.57442,18.83,998.30,46.84
1713383037,20.95445,53.60342,18.83,998.30,46.87
1713383047,20.9411,53.62478,18.83,998.25,46.87
1713383057,20.95445,53.63851,18.82,998.27,46.88
1713383067,20.95445,53.57137,18.82,998.32,46.87
1713383077,20.95445,53.63851,18.83,998.33,46.87
1713383087,20.95445,53.6263,18.82,998.32,46.88
1713383097,20.9411,53.65682,18.82,998.31,46.89
1713383107,20.9411,53.63546,18.82,998.27,46.90
1713383117,20.95445,53.63851,18.82,998.31,46.91
1713383127,20.95445,53.67056,18.82,998.38,46.92
1713383137,20.95445,53.69344,18.8,998.29,46.88
1713383147,20.9411,53.64767,18.82,998.29,46.87
1713383157,20.9411,53.62478,18.81,998.24,46.88
1713383167,20.9411,53.60189,18.82,998.31,46.87
1713383177,20.95445,53.6263,18.82,998.31,46.86
1713383187,20.9411,53.61257,18.8,998.32,46.88
1713383197,20.9411,53.64767,18.81,998.35,46.88
1713383207,20.9411,53.61257,18.81,998.36,46.91
1713383217,20.95445,53.60342,18.8,998.26,46.90
1713383227,20.9678,53.61715,18.82,998.29,46.88
1713383237,20.9411,53.62478,18.81,998.33,46.88
1713383247,20.9411,53.62478,18.81,998.27,46.88
1713383257,20.9678,53.64004,18.8,998.28,46.87
1713383267,20.95445,53.64919,18.8,998.26,46.86
1713383277,20.95445,53.61562,18.81,998.35,46.86
1713383287,20.95445,53.60342,18.8,998.32,46.87
1713383297,20.9411,53.62478,18.81,998.30,46.87
1713383307,20.95445,53.63851,18.81,998.27,46.87
1713383317,20.9411,53.58053,18.8,998.34,46.87
1713383327,20.9411,53.59274,18.82,998.34,46.85
1713383337,20.9411,53.60189,18.8,998.29,46.87
1713383347,20.95445,53.58358,18.81,998.30,46.85
1713383357,20.9411,53.59274,18.8,998.28,46.86
1713383367,20.9411,53.60189,18.8,998.34,46.87
1713383377,20.9411,53.58053,18.8,998.34,46.86
1713383387,20.9411,53.5378,18.81,998.35,46.86
1713383397,20.92508,53.62173,18.8,998.34,46.86
1713383407,20.9411,53.58053,18.79,998.36,46.86
1713383417,20.92508,53.59884,18.8,998.34,46.88
1713383427,20.92508,53.63393,18.8,998.37,46.87
1713383437,20.9411,53.60189,18.79,998.27,46.88
1713383447,20.92508,53.64462,18.8,998.37,46.87
1713383457,20.9411,53.63546,18.79,998.32,46.88
1713383467,20.91173,53.6202,18.79,998.29,46.88
1713383477,20.9411,53.62478,18.8,998.31,46.87
1713383487,20.92508,53.63393,18.8,998.31,46.87
1713383497,20.92508,53.62173,18.8,998.34,46.90
1713383507,20.9411,53.63546,18.79,998.36,46.88
1713383517,20.92508,53.61105,18.79,998.36,46.86
1713383527,20.92508,53.58968,18.8,998.34,46.87
1713383537,20.9411,53.59274,18.79,998.36,46.85
1713383547,20.91173,53.6202,18.8,998.31,46.87
1713383557,20.92508,53.62173,18.79,998.36,46.84
1713383567,20.92508,53.62173,18.79,998.36,46.85
1713383577,20.9411,53.59274,18.79,998.38,46.86
1713383587,20.92508,53.579,18.79,998.35,46.84
1713383597,20.9411,53.59274,18.8,998.39,46.83
1713383607,20.92508,53.55611,18.79,998.29,46.83
1713383617,20.89838,53.59426,18.79,998.32,46.86
1713383627,20.92508,53.58968,18.79,998.32,46.84
1713383637,20.92508,53.59884,18.79,998.27,46.85
1713383647,20.91173,53.59731,18.79,998.33,46.84
1713383657,20.88503,53.61562,18.79,998.41,46.85
1713383667,20.92508,53.579,18.79,998.32,46.83
1713383677,20.91173,53.58816,18.79,998.27,46.83
1713383687,20.9411,53.59274,18.78,998.37,46.80
1713383697,20.92508,53.5668,18.79,998.32,46.81
1713383707,20.91173,53.53323,18.78,998.36,46.83
1713383717,20.91173,53.57595,18.78,998.36,46.83
1713383727,20.91173,53.57595,18.79,998.35,46.83
1713383737,20.91173,53.57595,18.78,998.31,46.83
1713383747,20.91173,53.57595,18.78,998.37,46.83
1713383757,20.91173,53.6202,18.78,998.37,46.86
1713383767,20.91173,53.60799,18.78,998.31,46.85
1713383777,20.91173,53.60799,18.78,998.31,46.85
1713383787,20.91173,53.58816,18.78,998.28,46.80
1713383797,20.92508,53.58968,18.78,998.33,46.85
1713383807,20.91173,53.59731,18.78,998.37,46.84
1713383817,20.92508,53.55611,18.78,998.36,46.81
1713383827,20.92508,53.58968,18.78,998.33,46.81
1713383837,20.88503,53.59274,18.78,998.31,46.83
1713383847,20.91173,53.56527,18.78,998.32,46.84
1713383857,20.91173,53.57595,18.78,998.32,46.84
1713383867,20.91173,53.57595,18.78,998.30,46.83
1713383877,20.92508,53.54391,18.78,998.34,46.84
1713383887,20.91173,53.58816,18.78,998.33,46.83
1713383897,20.91173,53.59731,18.78,998.35,46.85
1713383907,20.88503,53.59274,18.78,998.33,46.85
1713383917,20.88503,53.57137,18.78,998.31,46.86
1713383927,20.88503,53.58358,18.78,998.36,46.85
1713383937,20.91173,53.56527,18.78,998.35,46.85
1713383947,20.91173,53.59731,18.77,998.40,46.86
1713383957,20.88503,53.61562,18.78,998.37,46.87
1713383967,20.89838,53.59426,18.78,998.39,46.86
1713383977,20.91173,53.60799,18.77,998.34,46.88
1713383987,20.88503,53.6263,18.77,998.32,46.89
1713383997,20.88503,53.6263,18.77,998.37,46.89
1713384007,20.91173,53.6202,18.77,998.40,46.89
1713384017,20.89838,53.58511,18.77,998.37,46.83
1713384027,20.89838,53.56527,18.78,998.38,46.84
1713384037,20.88503,53.59274,18.77,998.36,46.81
1713384047,20.89838,53.57442,18.77,998.42,46.83
1713384057,20.91173,53.58816,18.77,998.34,46.88
1713384067,20.88503,53.60647,18.77,998.40,46.87
1713384077,20.89838,53.58511,18.77,998.39,46.86
1713384087,20.91173,53.58816,18.77,998.34,46.85
1713384097,20.91173,53.6202,18.77,998.37,46.86
1713384107,20.88503,53.59274,18.77,998.37,46.85
1713384117,20.89838,53.57442,18.77,998.36,46.86
1713384127,20.89838,53.58511,18.77,998.40,46.86
1713384137,20.89838,53.58511,18.77,998.45,46.83
1713384147,20.91173,53.57595,18.77,998.36,46.82
1713384157,20.89838,53.61715,18.77,998.45,46.85
1713384167,20.89838,53.56527,18.77,998.42,46.85
1713384177,20.91173,53.58816,18.76,998.38,46.85
1713384187,20.88503,53.59274,18.77,998.42,46.81
1713384197,20.88503,53.59274,18.76,998.38,46.83
1713384207,20.88503,53.58358,18.76,998.41,46.82
1713384217,20.88503,53.58358,18.77,998.39,46.83
1713384227,20.88503,53.59274,18.77,998.39,46.85
1713384237,20.91173,53.59731,18.77,998.40,46.85
1713384247,20.88503,53.54848,18.76,998.44,46.83
1713384257,20.88503,53.58358,18.76,998.35,46.83
1713384267,20.88503,53.56222,18.76,998.38,46.85
1713384277,20.89838,53.58511,18.76,998.38,46.85
1713384287,20.89838,53.57442,18.75,998.39,46.84
1713384297,20.88503,53.60647,18.76,998.38,46.86
1713384307,20.91173,53.63088,18.76,998.37,46.84
1713384317,20.869,53.56985,18.76,998.35,46.84
1713384327,20.88503,53.60647,18.76,998.38,46.86
1713384337,20.91173,53.57595,18.76,998.40,46.86
1713384347,20.88503,53.61562,18.76,998.37,46.83
1713384357,20.88503,53.60647,18.76,998.32,46.83
1713384367,20.89838,53.62936,18.76,998.40,46.84
1713384377,20.88503,53.60647,18.75,998.37,46.83
1713384387,20.869,53.60189,18.76,998.40,46.86
1713384397,20.88503,53.60647,18.75,998.42,46.85
1713384407,20.89838,53.59426,18.74,998.37,46.85
1713384417,20.89838,53.58511,18.75,998.44,46.85
1713384427,20.89838,53.61715,18.75,998.42,46.84
1713384437,20.88503,53.58358,18.75,998.37,46.84
1713384447,20.869,53.58053,18.75,998.37,46.87
1713384457,20.88503,53.60647,18.74,998.46,46.88
1713384467,20.88503,53.59274,18.75,998.38,46.88
1713384477,20.88503,53.6263,18.75,998.36,46.88
1713384487,20.869,53.62478,18.75,998.42,46.87
1713384497,20.89838,53.61715,18.76,998.45,46.86
1713384507,20.88503,53.57137,18.75,998.44,46.83
1713384517,20.85565,53.58816,18.75,998.42,46.83
1713384527,20.89838,53.59426,18.75,998.36,46.85
1713384537,20.89838,53.55154,18.75,998.38,46.80
1713384547,20.88503,53.50729,18.74,998.38,46.78
1713384557,20.88503,53.50729,18.75,998.41,46.78
1713384567,20.869,53.5256,18.75,998.42,46.79
1713384577,20.89838,53.53933,18.75,998.44,46.80
1713384587,20.85565,53.54391,18.74,998.43,46.81
1713384597,20.869,53.54696,18.74,998.43,46.82
1713384607,20.869,53.54696,18.75,998.42,46.82
1713384617,20.88503,53.57137,18.74,998.48,46.81
1713384627,20.85565,53.52407,18.75,998.45,46.82
1713384637,20.85565,53.54391,18.74,998.43,46.81
1713384647,20.869,53.54696,18.74,998.46,46.78
1713384657,20.88503,53.4844,18.74,998.46,46.76
1713384667,20.85565,53.48898,18.74,998.48,46.82
1713384677,20.88503,53.52865,18.74,998.42,46.82
1713384687,20.88503,53.54848,18.74,998.40,46.82
1713384697,20.85565,53.55764,18.74,998.48,46.80
1713384707,20.85565,53.54391,18.74,998.45,46.83
1713384717,20.869,53.51492,18.74,998.48,46.83
1713384727,20.88503,53.54848,18.73,998.50,46.85
1713384737,20.869,53.5256,18.74,998.42,46.82
1713384747,20.869,53.51492,18.74,998.45,46.81
1713384757,20.88503,53.51644,18.73,998.44,46.81
1713384767,20.869,53.56069,18.73,998.44,46.80
1713384777,20.85565,53.47982,18.74,998.45,46.77
1713384787,20.88503,53.47372,18.74,998.42,46.78
1713384797,20.85565,53.48898,18.73,998.42,46.79
1713384807,20.869,53.49203,18.73,998.44,46.79
1713384817,20.85565,53.54391,18.74,998.46,46.79
1713384827,20.88503,53.56222,18.73,998.44,46.81
1713384837,20.869,53.53475,18.74,998.46,46.80
1713384847,20.88503,53.56222,18.73,998.41,46.81
1713384857,20.85565,53.50271,18.73,998.50,46.80
1713384867,20.85565,53.53323,18.74,998.43,46.80
1713384877,20.869,53.51492,18.73,998.46,46.80
1713384887,20.85565,53.54391,18.73,998.47,46.79
1713384897,20.85565,53.52407,18.74,998.45,46.80
1713384907,20.85565,53.51186,18.73,998.38,46.79
1713384917,20.85565,53.51186,18.74,998.45,46.74
1713384927,20.88503,53.4844,18.73,998.44,46.73
1713384937,20.85565,53.48898,18.72,998.45,46.76
1713384947,20.869,53.51492,18.73,998.55,46.80
1713384957,20.869,53.56985,18.72,998.45,46.81
1713384967,20.85565,53.51186,18.73,998.51,46.81
1713384977,20.88503,53.54848,18.72,998.45,46.82
1713384987,20.869,53.54696,18.73,998.54,46.82
1713384997,20.85565,53.54391,18.73,998.46,46.81
1713385007,20.8423,53.55611,18.73,998.51,46.83
1713385017,20.85565,53.54391,18.73,998.43,46.82
1713385027,20.8423,53.51034,18.72,998.48,46.82
1713385037,20.85565,53.5668,18.72,998.51,46.80
1713385047,20.85565,53.53323,18.72,998.53,46.83
1713385057,20.8423,53.57595,18.73,998.43,46.84
1713385067,20.869,53.58968,18.72,998.47,46.83
1713385077,20.8423,53.57595,18.72,998.50,46.84
1713385087,20.85565,53.579,18.72,998.45,46.83
1713385097,20.88503,53.59274,18.72,998.53,46.84
1713385107,20.869,53.58053,18.71,998.54,46.85
1713385117,20.85565,53.579,18.71,998.44,46.82
1713385127,20.85565,53.5668,18.72,998.53,46.83
1713385137,20.85565,53.5668,18.72,998.48,46.82
1713385147,20.8423,53.52102,18.71,998.52,46.85
1713385157,20.85565,53.58816,18.71,998.52,46.86
1713385167,20.82895,53.60647,18.71,998.52,46.84
1713385177,20.8423,53.53017,18.71,998.43,46.86
1713385187,20.8423,53.56527,18.71,998.53,46.85
1713385197,20.8423,53.57595,18.71,998.46,46.86
1713385207,20.85565,53.58816,18.71,998.52,46.85
1713385217,20.8423,53.58511,18.71,998.54,46.86
1713385227,20.85565,53.579,18.72,998.50,46.86
1713385237,20.85565,53.58816,18.71,998.48,46.85
1713385247,20.8423,53.57595,18.71,998.52,46.86
