c_sht,h_sht,c_bme,p_bme,h_bme,c_lm,lux_diode
1714003390,18.35355,52.62226,16.57C,995.61hPa,45.76%,19.25566,17.09316
1714003400,18.38025,52.62379,16.57C,995.56hPa,45.82%,19.4168,17.06874
1714003410,18.3669,52.66499,16.57C,995.50hPa,45.82%,19.4168,17.09316
1714003420,18.38025,52.636,16.57C,995.59hPa,45.74%,19.4168,17.06874
1714003430,18.3669,52.66499,16.57C,995.58hPa,45.74%,19.4168,17.04433
1714003440,18.3669,52.63295,16.57C,995.53hPa,45.77%,19.25566,17.06874
1714003450,18.38025,52.67872,16.56C,995.55hPa,45.89%,19.4168,17.06874
1714003460,18.35355,52.69703,16.56C,995.58hPa,45.79%,19.33623,17.09316
1714003470,18.38025,52.67872,16.56C,995.50hPa,45.78%,19.49737,17.09316
1714003480,18.3669,52.68635,16.56C,995.49hPa,45.90%,19.4168,17.06874
1714003490,18.35355,52.6421,16.56C,995.54hPa,45.80%,19.4168,17.06874
1714003500,18.3669,52.66499,16.55C,995.53hPa,45.86%,19.33623,17.06874
1714003510,18.3669,52.66499,16.56C,995.54hPa,45.87%,19.49737,17.09316
1714003520,18.3669,52.6772,16.56C,995.54hPa,45.70%,19.4168,17.06874
1714003530,18.33753,52.64058,16.56C,995.57hPa,45.79%,19.4168,17.06874
1714003540,18.3669,52.64515,16.55C,995.55hPa,45.84%,19.4168,17.06874
1714003550,18.35355,52.63295,16.56C,995.58hPa,45.83%,19.4168,17.06874
1714003560,18.35355,52.63295,16.56C,995.57hPa,45.80%,19.49737,17.06874
1714003570,18.3669,52.62226,16.55C,995.53hPa,45.80%,19.49737,17.06874
1714003580,18.33753,52.66041,16.55C,995.53hPa,45.79%,19.4168,17.06874
1714003590,18.3669,52.6009,16.55C,995.53hPa,45.78%,19.4168,17.06874
1714003600,18.35355,52.59938,16.54C,995.52hPa,45.81%,19.49737,17.06874
1714003610,18.35355,52.59938,16.55C,995.45hPa,45.86%,19.25566,17.06874
1714003620,18.3669,52.6009,16.54C,995.51hPa,45.89%,19.33623,17.06874
1714003630,18.33753,52.59632,16.55C,995.47hPa,45.80%,19.33623,17.06874
1714003640,18.33753,52.59632,16.54C,995.46hPa,45.76%,19.4168,17.06874
1714003650,18.35355,52.60853,16.53C,995.45hPa,45.84%,19.4168,17.06874
1714003660,18.35355,52.63295,16.55C,995.47hPa,45.87%,19.4168,17.06874
1714003670,18.35355,52.57801,16.54C,995.44hPa,45.88%,19.4168,17.09316
1714003680,18.35355,52.60853,16.55C,995.45hPa,45.82%,19.4168,17.06874
1714003690,18.35355,52.62226,16.54C,995.44hPa,45.73%,19.4168,17.06874
1714003700,18.35355,52.58717,16.55C,995.53hPa,45.77%,19.49737,17.06874
1714003710,18.35355,52.59938,16.54C,995.51hPa,45.77%,19.4168,17.06874
1714003720,18.35355,52.59938,16.54C,995.49hPa,45.80%,19.33623,17.06874
1714003730,18.33753,52.60853,16.55C,995.42hPa,45.83%,19.33623,17.06874
1714003740,18.33753,52.56428,16.54C,995.46hPa,45.80%,19.4168,17.09316
1714003750,18.33753,52.63142,16.54C,995.43hPa,45.80%,19.49737,17.06874
1714003760,18.35355,52.59938,16.55C,995.45hPa,45.80%,19.33623,17.06874
1714003770,18.35355,52.65431,16.54C,995.43hPa,45.76%,19.4168,17.09316
1714003780,18.38025,52.65583,16.54C,995.44hPa,45.80%,19.4168,17.06874
1714003790,18.3669,52.63295,16.54C,995.44hPa,45.79%,19.33623,17.06874
1714003800,18.33753,52.61921,16.54C,995.46hPa,45.74%,19.4168,17.06874
1714003810,18.35355,52.6421,16.55C,995.42hPa,45.86%,19.49737,17.06874
1714003820,18.33753,52.65126,16.55C,995.45hPa,45.72%,19.4168,17.09316
1714003830,18.35355,52.65431,16.54C,995.41hPa,45.68%,19.33623,17.06874
1714003840,18.33753,52.66041,16.55C,995.39hPa,45.82%,19.4168,17.06874
1714003850,18.33753,52.64058,16.54C,995.41hPa,45.86%,19.33623,17.06874
1714003860,18.33753,52.65126,16.54C,995.38hPa,45.83%,19.4168,17.06874
1714003870,18.35355,52.6421,16.55C,995.40hPa,45.80%,19.4168,17.06874
1714003880,18.33753,52.61921,16.55C,995.39hPa,45.79%,19.25566,17.09316
1714003890,18.35355,52.63295,16.54C,995.38hPa,45.77%,19.4168,17.06874
1714003900,18.35355,52.6421,16.55C,995.34hPa,45.80%,19.33623,17.06874
1714003910,18.31083,52.63752,16.55C,995.36hPa,45.89%,19.4168,17.06874
1714003920,18.32418,52.64973,16.54C,995.38hPa,45.88%,19.33623,17.09316
1714003930,18.33753,52.6833,16.55C,995.37hPa,45.84%,19.33623,17.06874
1714003940,18.33753,52.63142,16.55C,995.31hPa,45.83%,19.4168,17.09316
1714003950,18.35355,52.60853,16.55C,995.34hPa,45.78%,19.4168,17.09316
1714003960,18.3669,52.62226,16.55C,995.31hPa,45.75%,19.33623,17.06874
1714003970,18.33753,52.58564,16.54C,995.28hPa,45.81%,19.4168,17.06874
1714003980,18.33753,52.61921,16.55C,995.31hPa,45.71%,19.4168,17.06874
1714003990,18.35355,52.59938,16.54C,995.27hPa,45.79%,19.33623,17.11757
1714004000,18.33753,52.60853,16.55C,995.32hPa,45.83%,19.49737,17.09316
1714004010,18.33753,52.60853,16.54C,995.24hPa,45.76%,19.4168,17.09316
1714004020,18.35355,52.56733,16.55C,995.34hPa,45.71%,19.4168,17.06874
1714004030,18.35355,52.60853,16.55C,995.34hPa,45.79%,19.4168,17.09316
1714004040,18.33753,52.57649,16.54C,995.24hPa,45.80%,19.49737,17.09316
1714004050,18.31083,52.60395,16.54C,995.30hPa,45.78%,19.4168,17.09316
1714004060,18.33753,52.57649,16.54C,995.24hPa,45.80%,19.4168,17.06874
1714004070,18.33753,52.59632,16.55C,995.36hPa,45.82%,19.4168,17.06874
1714004080,18.33753,52.60853,16.55C,995.32hPa,45.76%,19.4168,17.06874
1714004090,18.33753,52.60853,16.55C,995.28hPa,45.74%,19.49737,17.06874
1714004100,18.32418,52.64973,16.54C,995.27hPa,45.78%,19.49737,17.09316
1714004110,18.35355,52.59938,16.55C,995.28hPa,45.79%,19.4168,17.06874
1714004120,18.33753,52.58564,16.54C,995.28hPa,45.79%,19.4168,17.09316
1714004130,18.33753,52.63142,16.55C,995.27hPa,45.83%,19.4168,17.09316
1714004140,18.33753,52.57649,16.55C,995.27hPa,45.72%,19.4168,17.09316
1714004150,18.33753,52.61921,16.55C,995.26hPa,45.68%,19.49737,17.09316
1714004160,18.33753,52.58564,16.55C,995.23hPa,45.73%,19.4168,17.09316
1714004170,18.35355,52.59938,16.55C,995.20hPa,45.76%,19.33623,17.09316
1714004180,18.33753,52.57649,16.55C,995.21hPa,45.74%,19.33623,17.09316
1714004190,18.35355,52.59938,16.55C,995.28hPa,45.74%,19.4168,17.09316
1714004200,18.35355,52.60853,16.55C,995.26hPa,45.83%,19.4168,17.09316
1714004210,18.33753,52.56428,16.55C,995.26hPa,45.82%,19.4168,17.06874
1714004220,18.33753,52.56428,16.55C,995.23hPa,45.71%,19.4168,17.06874
1714004230,18.32418,52.58259,16.55C,995.20hPa,45.77%,19.49737,17.09316
1714004240,18.32418,52.57344,16.55C,995.27hPa,45.77%,19.4168,17.06874
1714004250,18.33753,52.56428,16.55C,995.20hPa,45.82%,19.4168,17.09316
1714004260,18.33753,52.57649,16.54C,995.20hPa,45.81%,19.4168,17.06874
1714004270,18.32418,52.56276,16.55C,995.15hPa,45.84%,19.33623,17.09316
1714004280,18.33753,52.59632,16.55C,995.16hPa,45.80%,19.4168,17.09316
1714004290,18.32418,52.57344,16.55C,995.24hPa,45.80%,19.33623,17.09316
1714004300,18.35355,52.62226,16.55C,995.20hPa,45.80%,19.4168,17.06874
1714004310,18.33753,52.58564,16.55C,995.15hPa,45.78%,19.33623,17.06874
1714004320,18.32418,52.61769,16.55C,995.20hPa,45.79%,19.4168,17.09316
1714004330,18.32418,52.60548,16.55C,995.20hPa,45.79%,19.4168,17.09316
1714004340,18.35355,52.63295,16.54C,995.25hPa,45.75%,19.33623,17.06874
1714004350,18.33753,52.60853,16.54C,995.20hPa,45.83%,19.4168,17.06874
1714004360,18.31083,52.60395,16.54C,995.22hPa,45.87%,19.33623,17.09316
1714004370,18.33753,52.60853,16.55C,995.18hPa,45.77%,19.4168,17.06874
1714004380,18.32418,52.60548,16.55C,995.26hPa,45.76%,19.33623,17.06874
1714004390,18.35355,52.60853,16.54C,995.22hPa,45.83%,19.49737,17.06874
1714004400,18.33753,52.59632,16.56C,995.19hPa,45.82%,19.4168,17.09316
1714004410,18.33753,52.57649,16.55C,995.27hPa,45.73%,19.33623,17.09316
1714004420,18.32418,52.58259,16.55C,995.24hPa,45.79%,19.49737,17.09316
1714004430,18.32418,52.61769,16.54C,995.25hPa,45.79%,19.33623,17.06874
1714004440,18.33753,52.63142,16.55C,995.23hPa,45.75%,19.4168,17.09316
1714004450,18.33753,52.60853,16.55C,995.20hPa,45.75%,19.49737,17.09316
1714004460,18.33753,52.56428,16.55C,995.23hPa,45.82%,19.4168,17.09316
1714004470,18.33753,52.57649,16.55C,995.20hPa,45.82%,19.33623,17.06874
1714004480,18.32418,52.61769,16.55C,995.18hPa,45.70%,19.4168,17.09316
1714004490,18.33753,52.59632,16.55C,995.18hPa,45.71%,19.49737,17.06874
1714004500,18.33753,52.63142,16.55C,995.20hPa,45.79%,19.4168,17.09316
1714004510,18.33753,52.58564,16.55C,995.18hPa,45.76%,19.4168,17.09316
1714004520,18.32418,52.60548,16.55C,995.20hPa,45.72%,19.4168,17.09316
1714004530,18.33753,52.58564,16.55C,995.18hPa,45.77%,19.33623,17.09316
1714004540,18.33753,52.61921,16.55C,995.15hPa,45.82%,19.4168,17.09316
1714004550,18.33753,52.60853,16.54C,995.19hPa,45.85%,19.49737,17.09316
1714004560,18.31083,52.62684,16.54C,995.16hPa,45.86%,19.4168,17.06874
1714004570,18.32418,52.60548,16.55C,995.16hPa,45.85%,19.49737,17.09316
1714004580,18.31083,52.55055,16.54C,995.20hPa,45.69%,19.4168,17.06874
1714004590,18.32418,52.57344,16.55C,995.26hPa,45.78%,19.33623,17.09316
1714004600,18.35355,52.58717,16.54C,995.22hPa,45.77%,19.4168,17.06874
1714004610,18.32418,52.57344,16.55C,995.18hPa,45.77%,19.4168,17.06874
1714004620,18.32418,52.58259,16.54C,995.13hPa,45.78%,19.4168,17.09316
1714004630,18.35355,52.55513,16.55C,995.21hPa,45.85%,19.33623,17.09316
1714004640,18.32418,52.58259,16.55C,995.20hPa,45.83%,19.49737,17.11757
1714004650,18.31083,52.55055,16.54C,995.20hPa,45.69%,19.4168,17.09316
1714004660,18.31083,52.58259,16.54C,995.22hPa,45.83%,19.33623,17.06874
1714004670,18.32418,52.61769,16.55C,995.23hPa,45.87%,19.33623,17.09316
1714004680,18.32418,52.62837,16.55C,995.23hPa,45.87%,19.49737,17.06874
1714004690,18.33753,52.59632,16.55C,995.20hPa,45.87%,19.4168,17.06874
1714004700,18.33753,52.61921,16.54C,995.17hPa,45.84%,19.33623,17.06874
1714004710,18.33753,52.63142,16.55C,995.28hPa,45.84%,19.4168,17.09316
1714004720,18.31083,52.61464,16.54C,995.20hPa,45.83%,19.4168,17.06874
1714004730,18.33753,52.61921,16.55C,995.18hPa,45.86%,19.4168,17.09316
1714004740,18.32418,52.67262,16.56C,995.22hPa,45.78%,19.4168,17.06874
1714004750,18.31083,52.58259,16.55C,995.21hPa,45.79%,19.33623,17.09316
1714004760,18.33753,52.66041,16.54C,995.19hPa,45.78%,19.33623,17.09316
1714004770,18.32418,52.66041,16.55C,995.21hPa,45.84%,19.4168,17.09316
1714004780,18.32418,52.61769,16.55C,995.23hPa,45.88%,19.49737,17.06874
1714004790,18.32418,52.63752,16.55C,995.18hPa,45.83%,19.4168,17.09316
1714004800,18.32418,52.64973,16.54C,995.22hPa,45.77%,19.4168,17.09316
1714004810,18.32418,52.63752,16.55C,995.20hPa,45.77%,19.33623,17.09316
1714004820,18.32418,52.63752,16.54C,995.17hPa,45.80%,19.4168,17.09316
1714004830,18.32418,52.63752,16.54C,995.22hPa,45.75%,19.4168,17.09316
1714004840,18.32418,52.61769,16.55C,995.23hPa,45.71%,19.49737,17.09316
1714004850,18.33753,52.64058,16.55C,995.20hPa,45.77%,19.4168,17.09316
1714004860,18.33753,52.61921,16.55C,995.26hPa,45.83%,19.4168,17.11757
1714004870,18.33753,52.65126,16.55C,995.20hPa,45.79%,19.33623,17.06874
1714004880,18.32418,52.64973,16.55C,995.20hPa,45.79%,19.4168,17.09316
1714004890,18.32418,52.61769,16.55C,995.18hPa,45.80%,19.4168,17.11757
1714004900,18.33753,52.63142,16.54C,995.17hPa,45.84%,19.4168,17.09316
1714004910,18.32418,52.66041,16.54C,995.19hPa,45.77%,19.4168,17.06874
1714004920,18.32418,52.59632,16.54C,995.19hPa,45.79%,19.4168,17.09316
1714004930,18.33753,52.63142,16.54C,995.24hPa,45.78%,19.33623,17.06874
1714004940,18.32418,52.63752,16.54C,995.16hPa,45.77%,19.25566,17.09316
1714004950,18.33753,52.64058,16.54C,995.22hPa,45.77%,19.33623,17.06874
1714004960,18.32418,52.63752,16.54C,995.21hPa,45.72%,19.33623,17.09316
1714004970,18.32418,52.60548,16.53C,995.20hPa,45.54%,19.4168,17.09316
1714004980,18.31083,52.62684,16.53C,995.23hPa,45.73%,19.25566,17.06874
1714004990,18.33753,52.60853,16.53C,995.15hPa,45.84%,19.4168,17.09316
1714005000,18.32418,52.64973,16.53C,995.23hPa,45.82%,19.49737,17.09316
1714005010,18.31083,52.62684,16.53C,995.21hPa,45.87%,19.33623,17.09316
1714005020,18.32418,52.62837,16.54C,995.19hPa,45.87%,19.33623,17.09316
1714005030,18.32418,52.62837,16.54C,995.19hPa,45.81%,19.4168,17.09316
1714005040,18.31083,52.64973,16.53C,995.12hPa,45.76%,19.4168,17.09316
1714005050,18.32418,52.68177,16.54C,995.24hPa,45.79%,19.4168,17.09316
1714005060,18.32418,52.69246,16.53C,995.12hPa,45.67%,19.33623,17.09316
1714005070,18.31083,52.66957,16.54C,995.17hPa,45.64%,19.33623,17.09316
1714005080,18.29747,52.64668,16.54C,995.19hPa,45.68%,19.4168,17.09316
1714005090,18.32418,52.63752,16.53C,995.15hPa,45.68%,19.25566,17.06874
1714005100,18.31083,52.65889,16.53C,995.18hPa,45.76%,19.4168,17.09316
1714005110,18.32418,52.60548,16.54C,995.19hPa,45.84%,19.33623,17.06874
1714005120,18.32418,52.61769,16.53C,995.17hPa,45.87%,19.4168,17.09316
1714005130,18.31083,52.62684,16.54C,995.19hPa,45.72%,19.4168,17.09316
1714005140,18.31083,52.61464,16.53C,995.23hPa,45.65%,19.33623,17.06874
1714005150,18.31083,52.5948,16.53C,995.26hPa,45.80%,19.4168,17.09316
1714005160,18.29747,52.6009,16.53C,995.13hPa,45.86%,19.4168,17.09316
1714005170,18.31083,52.61464,16.53C,995.20hPa,45.89%,19.4168,17.09316
1714005180,18.32418,52.57344,16.53C,995.17hPa,45.86%,19.49737,17.09316
1714005190,18.29747,52.61464,16.53C,995.12hPa,45.87%,19.4168,17.09316
1714005200,18.31083,52.5948,16.53C,995.17hPa,45.87%,19.4168,17.09316
1714005210,18.31083,52.5948,16.53C,995.13hPa,45.82%,19.33623,17.09316
1714005220,18.32418,52.58259,16.53C,995.23hPa,45.77%,19.49737,17.09316
1714005230,18.33753,52.65126,16.53C,995.15hPa,45.80%,19.33623,17.11757
1714005240,18.32418,52.62837,16.53C,995.18hPa,45.80%,19.4168,17.09316
1714005250,18.29747,52.61464,16.53C,995.20hPa,45.82%,19.33623,17.06874
1714005260,18.29747,52.5597,16.53C,995.21hPa,45.81%,19.4168,17.09316
1714005270,18.31083,52.57191,16.53C,995.17hPa,45.80%,19.4168,17.09316
1714005280,18.31083,52.57191,16.53C,995.15hPa,45.78%,19.4168,17.09316
1714005290,18.31083,52.5597,16.53C,995.22hPa,45.81%,19.25566,17.09316
1714005300,18.32418,52.58259,16.54C,995.19hPa,45.81%,19.4168,17.09316
1714005310,18.32418,52.59632,16.53C,995.13hPa,45.80%,19.25566,17.09316
1714005320,18.31083,52.58259,16.53C,995.15hPa,45.70%,19.4168,17.11757
1714005330,18.31083,52.5948,16.53C,995.17hPa,45.71%,19.4168,17.09316
1714005340,18.31083,52.61464,16.53C,995.16hPa,45.69%,19.4168,17.09316
1714005350,18.28145,52.6009,16.52C,995.16hPa,45.78%,19.25566,17.06874
1714005360,18.31083,52.60395,16.53C,995.23hPa,45.78%,19.33623,17.06874
1714005370,18.32418,52.59632,16.53C,995.11hPa,45.77%,19.49737,17.09316
1714005380,18.29747,52.58107,16.53C,995.15hPa,45.69%,19.4168,17.09316
1714005390,18.28145,52.61311,16.53C,995.14hPa,45.77%,19.33623,17.11757
1714005400,18.29747,52.5597,16.53C,995.14hPa,45.78%,19.25566,17.09316
1714005410,18.31083,52.5597,16.53C,995.16hPa,45.66%,19.33623,17.09316
1714005420,18.31083,52.55055,16.53C,995.17hPa,45.73%,19.33623,17.06874
1714005430,18.29747,52.58107,16.53C,995.11hPa,45.82%,19.25566,17.06874
1714005440,18.29747,52.58107,16.52C,995.10hPa,45.75%,19.4168,17.06874
1714005450,18.31083,52.58259,16.52C,995.15hPa,45.75%,19.4168,17.09316
1714005460,18.32418,52.58259,16.52C,995.15hPa,45.89%,19.4168,17.09316
1714005470,18.31083,52.5597,16.52C,995.08hPa,45.90%,19.33623,17.09316
1714005480,18.29747,52.59175,16.53C,995.14hPa,45.79%,19.33623,17.09316
1714005490,18.29747,52.58107,16.51C,995.11hPa,45.70%,19.4168,17.09316
1714005500,18.29747,52.57191,16.51C,995.06hPa,45.75%,19.4168,17.09316
1714005510,18.29747,52.58107,16.52C,995.10hPa,45.71%,19.33623,17.09316
1714005520,18.29747,52.57191,16.53C,995.11hPa,45.79%,19.33623,17.09316
1714005530,18.29747,52.62684,16.52C,995.16hPa,45.79%,19.33623,17.09316
1714005540,18.29747,52.66804,16.52C,995.07hPa,45.81%,19.4168,17.09316
1714005550,18.29747,52.65583,16.51C,995.11hPa,45.81%,19.33623,17.09316
1714005560,18.32418,52.64973,16.52C,995.08hPa,45.87%,19.25566,17.09316
1714005570,18.29747,52.636,16.52C,995.15hPa,45.87%,19.33623,17.09316
1714005580,18.31083,52.64973,16.52C,995.10hPa,45.72%,19.33623,17.09316
1714005590,18.31083,52.64973,16.51C,995.05hPa,45.68%,19.33623,17.11757
1714005600,18.29747,52.61464,16.51C,995.11hPa,45.68%,19.25566,17.09316
1714005610,18.29747,52.61464,16.51C,995.08hPa,45.81%,19.33623,17.11757
1714005620,18.29747,52.61464,16.51C,995.06hPa,45.80%,19.25566,17.09316
1714005630,18.31083,52.57191,16.51C,995.09hPa,45.85%,19.33623,17.09316
1714005640,18.31083,52.60395,16.51C,995.08hPa,45.81%,19.33623,17.09316
1714005650,18.28145,52.64515,16.51C,995.08hPa,45.85%,19.4168,17.09316
1714005660,18.28145,52.61311,16.51C,995.08hPa,45.75%,19.33623,17.09316
1714005670,18.28145,52.59022,16.5C,995.02hPa,45.70%,19.33623,17.09316
1714005680,18.2681,52.59938,16.5C,995.10hPa,45.76%,19.4168,17.09316
1714005690,18.2681,52.59938,16.5C,995.10hPa,45.84%,19.33623,17.11757
1714005700,18.29747,52.636,16.5C,995.04hPa,45.84%,19.33623,17.09316
1714005710,18.28145,52.63295,16.52C,995.10hPa,45.87%,19.33623,17.11757
1714005720,18.29747,52.62684,16.5C,995.04hPa,45.72%,19.4168,17.09316
1714005730,18.29747,52.64668,16.51C,995.08hPa,45.79%,19.25566,17.09316
1714005740,18.31083,52.5948,16.51C,995.09hPa,45.80%,19.33623,17.09316
1714005750,18.29747,52.54902,16.51C,995.11hPa,45.78%,19.33623,17.06874
1714005760,18.31083,52.5948,16.51C,995.11hPa,45.84%,19.4168,17.09316
1714005770,18.28145,52.6009,16.51C,995.08hPa,45.77%,19.4168,17.11757
1714005780,18.29747,52.6009,16.5C,995.07hPa,45.61%,19.4168,17.09316
1714005790,18.2681,52.62226,16.5C,995.02hPa,45.57%,19.33623,17.09316
1714005800,18.28145,52.62379,16.5C,995.07hPa,45.65%,19.49737,17.09316
1714005810,18.28145,52.56886,16.51C,995.03hPa,45.76%,19.33623,17.11757
1714005820,18.31083,52.57191,16.5C,995.09hPa,45.73%,19.4168,17.11757
1714005830,18.28145,52.54902,16.51C,995.03hPa,45.75%,19.33623,17.09316
1714005840,18.2681,52.56733,16.5C,995.02hPa,45.77%,19.33623,17.09316
1714005850,18.29747,52.59175,16.51C,995.05hPa,45.79%,19.33623,17.11757
1714005860,18.28145,52.56886,16.5C,995.07hPa,45.75%,19.33623,17.09316
1714005870,18.28145,52.59022,16.5C,995.07hPa,45.76%,19.33623,17.09316
1714005880,18.28145,52.62379,16.51C,995.08hPa,45.77%,19.33623,17.09316
1714005890,18.29747,52.57191,16.5C,995.02hPa,45.79%,19.33623,17.11757
1714005900,18.2681,52.63142,16.5C,995.02hPa,45.71%,19.33623,17.09316
1714005910,18.29747,52.6009,16.5C,995.02hPa,45.76%,19.49737,17.11757
1714005920,18.28145,52.62379,16.51C,995.09hPa,45.77%,19.33623,17.09316
1714005930,18.28145,52.61311,16.49C,995.03hPa,45.68%,19.33623,17.11757
1714005940,18.29747,52.62684,16.5C,995.04hPa,45.77%,19.1751,17.11757
1714005950,18.31083,52.60395,16.5C,995.07hPa,45.81%,19.33623,17.09316
1714005960,18.31083,52.5948,16.51C,995.08hPa,45.81%,19.4168,17.09316
1714005970,18.29747,52.59175,16.51C,995.09hPa,45.77%,19.33623,17.11757
1714005980,18.28145,52.57801,16.49C,995.06hPa,45.74%,19.4168,17.11757
1714005990,18.28145,52.6009,16.5C,995.04hPa,45.78%,19.33623,17.09316
1714006000,18.29747,52.57191,16.5C,995.02hPa,45.80%,19.4168,17.09316
1714006010,18.28145,52.55818,16.5C,995.07hPa,45.75%,19.33623,17.09316
1714006020,18.28145,52.63295,16.5C,995.07hPa,45.66%,19.25566,17.09316
1714006030,18.28145,52.6009,16.51C,994.98hPa,45.64%,19.33623,17.09316
1714006040,18.2681,52.56733,16.5C,994.98hPa,45.71%,19.4168,17.09316
1714006050,18.28145,52.59022,16.5C,995.02hPa,45.71%,19.4168,17.09316
1714006060,18.2681,52.61006,16.49C,995.00hPa,45.79%,19.33623,17.09316
1714006070,18.28145,52.62379,16.5C,994.99hPa,45.87%,19.33623,17.11757
1714006080,18.29747,52.61464,16.51C,995.03hPa,45.71%,19.25566,17.09316
1714006090,18.2681,52.59022,16.5C,995.02hPa,45.68%,19.33623,17.09316
1714006100,18.2681,52.61006,16.5C,995.01hPa,45.73%,19.4168,17.09316
1714006110,18.28145,52.59022,16.49C,994.99hPa,45.75%,19.4168,17.09316
1714006120,18.29747,52.61464,16.5C,995.04hPa,45.77%,19.4168,17.11757
1714006130,18.25475,52.57649,16.5C,995.01hPa,45.79%,19.4168,17.11757
1714006140,18.28145,52.66499,16.5C,994.99hPa,45.79%,19.33623,17.09316
1714006150,18.2681,52.62226,16.49C,994.99hPa,45.79%,19.25566,17.09316
1714006160,18.2681,52.59022,16.5C,995.02hPa,45.80%,19.1751,17.11757
1714006170,18.28145,52.63295,16.5C,994.96hPa,45.78%,19.33623,17.09316
1714006180,18.28145,52.59022,16.51C,995.01hPa,45.82%,19.25566,17.11757
1714006190,18.29747,52.58107,16.49C,995.03hPa,45.77%,19.33623,17.09316
1714006200,18.29747,52.5597,16.5C,995.06hPa,45.74%,19.33623,17.11757
1714006210,18.28145,52.57801,16.5C,994.96hPa,45.78%,19.4168,17.11757
1714006220,18.28145,52.59022,16.5C,994.96hPa,45.77%,19.4168,17.11757
1714006230,18.29747,52.636,16.5C,995.02hPa,45.80%,19.4168,17.09316
1714006240,18.29747,52.6009,16.49C,994.99hPa,45.79%,19.33623,17.09316
1714006250,18.2681,52.59938,16.51C,995.08hPa,45.82%,19.33623,17.09316
1714006260,18.2681,52.59022,16.49C,995.06hPa,45.79%,19.33623,17.11757
1714006270,18.28145,52.59022,16.48C,994.96hPa,45.75%,19.33623,17.09316
1714006280,18.28145,52.57801,16.5C,995.02hPa,45.76%,19.33623,17.09316
1714006290,18.28145,52.61311,16.5C,994.98hPa,45.79%,19.33623,17.09316
1714006300,18.29747,52.6009,16.5C,995.02hPa,45.71%,19.33623,17.09316
1714006310,18.2681,52.59022,16.49C,994.94hPa,45.66%,19.4168,17.09316
1714006320,18.28145,52.6009,16.49C,994.94hPa,45.74%,19.4168,17.11757
1714006330,18.29747,52.61464,16.49C,994.98hPa,45.80%,19.4168,17.09316
1714006340,18.25475,52.59632,16.5C,995.06hPa,45.75%,19.33623,17.09316
1714006350,18.28145,52.59022,16.49C,994.97hPa,45.74%,19.33623,17.09316
1714006360,18.29747,52.6009,16.5C,994.96hPa,45.82%,19.4168,17.09316
1714006370,18.28145,52.61311,16.49C,994.98hPa,45.86%,19.1751,17.09316
1714006380,18.28145,52.61311,16.5C,994.93hPa,45.82%,19.4168,17.09316
1714006390,18.25475,52.63142,16.49C,994.99hPa,45.80%,19.33623,17.11757
1714006400,18.28145,52.62379,16.5C,994.98hPa,45.77%,19.33623,17.11757
1714006410,18.2681,52.57649,16.5C,995.01hPa,45.73%,19.4168,17.11757
1714006420,18.28145,52.62379,16.5C,994.99hPa,45.80%,19.4168,17.09316
1714006430,18.29747,52.61464,16.51C,995.03hPa,45.76%,19.33623,17.09316
1714006440,18.28145,52.6009,16.5C,994.94hPa,45.76%,19.33623,17.11757
1714006450,18.25475,52.59632,16.5C,994.98hPa,45.67%,19.25566,17.09316
1714006460,18.29747,52.58107,16.49C,994.95hPa,45.73%,19.33623,17.11757
1714006470,18.28145,52.57801,16.5C,994.96hPa,45.80%,19.4168,17.06874
1714006480,18.28145,52.57801,16.49C,994.95hPa,45.77%,19.25566,17.11757
